Price,Close,High,Low,Open,Volume,MA20,MA60,BB_Upper,BB_Lower,MACD,Signal,RSI
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,,,,,,,
Date,,,,,,,,,,,,
2024-10-11,58550.53515625,59340.42433205101,58254.32671532462,58353.06286229975,29623969,62192.1515625,72328.69596354167,67266.86797297582,57117.43515202419,-3304.9958244262743,-3361.7503842959513,31.046518101972353
2024-10-14,58550.53515625,60426.5219487774,58649.27130322513,58748.00745020025,20886249,61737.1970703125,71871.0337890625,66363.51147249155,57110.88266813345,-3240.6743164042564,-3337.5351707176123,34.62576014383636
2024-10-15,60229.046875,60623.99144467213,59340.421593237705,60327.783017418034,22715239,61434.8978515625,71493.71217447917,65577.56696619299,57292.22873693202,-3019.4508403453656,-3273.9183046431635,43.567588195229604
2024-10-16,58748.0078125,59241.68855042017,58451.7993697479,58649.27166491597,23303268,61122.366796875,71054.0689453125,65071.61845062906,57173.115143120944,-2929.863474169935,-3205.1073385485183,40.11678749111586
2024-10-17,58945.4765625,59340.42112908292,58353.05971262563,58649.268137562816,23372873,60883.5298828125,70601.35266927084,64747.60397392209,57019.455791702916,-2810.5326918482097,-3126.192409208457,38.35984595755639
2024-10-18,58451.796875,59340.422165329386,58353.06073163007,59142.94987858953,14420260,60551.279296875,70156.77259114584,64011.62228719609,57090.93630655391,-2724.3929065038683,-3045.8325086675395,39.815968753445574
2024-10-21,58254.32421875,58846.74107521187,57760.64350503178,58254.32421875,18514905,60302.430859375,69705.62838541667,63665.743546630925,56939.11817211908,-2641.610062570224,-2964.9880194480766,25.141963296952525
2024-10-22,56970.7578125,58155.59159716205,56970.7578125,58056.85544844021,27582527,60053.2244140625,69274.001953125,63632.66132889772,56473.78749922728,-2649.040652436226,-2901.7985460457066,22.689046016279846
2024-10-23,58353.05859375,59241.68385152284,56378.335798699234,56773.28035770939,27300780,59878.042578125,68888.32389322917,63428.669920820306,56327.4152354297,-2514.4048339986257,-2824.3198036362905,38.67921324138384
2024-10-24,55884.66015625,57760.64698128313,55884.66015625,57464.438535225265,31499922,59599.0775390625,68446.77786458333,63485.85865258747,55712.29642553753,-2577.1760215874165,-2774.891047226516,31.78291839612544
2024-10-25,55193.50390625,56180.86533569991,55094.76776330501,55292.24004919499,25829315,59256.09921875,68024.80462239584,63431.034105204,55081.164332296,-2652.1211711616925,-2750.3370720135517,31.782898901325368
2024-10-28,57365.69921875,57760.64379168459,54996.031781142425,54996.031781142425,27775009,59070.8234375,67665.21744791667,63235.469409176236,54906.17746582377,-2507.334740102655,-2701.7366056313726,40.136041422820824
